,Films,Year,Oscars,Nominations
3738,The House of Rothschild,1935,0,1
3739,The House of the Seven Gables,1941,0,1
3740,The House on 92nd Street,1946,1,1
3741,The House on Chelouche Street,1974,0,1
3742,The House without a Name,1957,0,1
3743,The Howards of Virginia,1941,0,2
3744,The Human Comedy,1944,1,5
3745,The Human Dutch,1965,0,1
3746,The Hunchback of Notre Dame,1940,0,2
3747,The Hunchback of Notre Dame,1997,0,1
3748,The Hunt,2014,0,1
3749,The Hunt for Red October,1991,1,3
3750,The Hunting Ground,2016,0,1
3751,The Hurricane,1938,1,3
3752,The Hurricane,2000,0,1
3753,The Hurt Locker,2010,6,9
3754,The Hustler,1962,2,9
3755,The Ides of March,2012,0,1
3756,The Illusionist,2007,0,1
3757,The Illusionist,2011,0,1
3758,The Imaginarium of Doctor Parnassus,2010,0,2
3759,The Imitation Game,2015,1,8
3760,The Important Man,1962,0,1
3761,The Impossible,2013,0,1
3762,The Incredible Machine,1976,0,1
3763,The Incredible Sarah,1977,0,2
3764,The Incredibles,2005,2,4
3765,The Informer,1936,4,6
3766,The Inn of the Sixth Happiness,1959,0,1
3767,The Insider,2000,0,7
3768,The Insult,2018,0,1
3769,The Invaders,1943,1,3
3770,The Invisible Man Returns,1941,0,1
3771,The Invisible War,2013,0,1
3772,The Invisible Woman,1942,0,1
3773,The Invisible Woman,2014,0,1
3774,The Iron Lady,2012,2,2
3775,The Island at the Top of the World,1975,0,1
3776,The Janitor,1995,0,1
3777,The Jaywalker,1957,0,1
3778,The Jazz Singer,1929,0,1
3779,The Jazz Singer,1953,0,1
3780,The John Glenn Story,1963,0,1
3781,The Johnstown Flood,1990,1,1
3782,The Joker Is Wild,1958,1,1
3783,The Jolson Story,1947,2,6
3784,The Journey of Natty Gann,1986,0,1
3785,The Judge,2015,0,1
3786,The Jungle Book,1968,0,1
3787,The Jungle Book,2017,1,1
3788,The Jury Goes Round 'N' Round,1946,0,1
3789,The Kansan,1944,0,1
3790,The Karate Kid,1985,0,1
3791,The Karate Kid Part II,1987,0,1
3792,The Keys of the Kingdom,1946,0,4
3793,The Kids Are All Right,2011,0,4
3794,The Killers,1947,0,4
3795,The Killing Fields,1985,3,6
3796,The Killing Ground,1980,0,1
3797,The King and I,1957,5,9
3798,The King's Speech,2011,4,12
3799,The Kiss,1959,0,1
3800,The Kite Runner,2008,0,1
3801,The Klan: A Legacy of Hate in America,1983,0,1
3802,The L-Shaped Room,1964,0,1
3803,The Lady Eve,1942,0,1
3804,The Lady Objects,1939,0,1
3805,The Lady and the Reaper (La Dama y la Muerte),2010,0,1
3806,The Lady in Number 6: Music Saved My Life,2014,1,1
3807,The Lady in Waiting,1993,0,1
3808,The Ladykillers,1957,0,1
3809,The Landlord,1971,0,1
3810,The Last Angry Man,1960,0,2
3811,The Last Bomb,1946,0,1
3812,The Last Campaign of Governor Booth Gardner,2010,0,1
3813,The Last Command,1929,1,2
3814,The Last Days,1999,1,1
3815,The Last Detail,1974,0,3
3816,The Last Emperor,1988,9,9
3817,The Last Farm,2006,0,1
3818,The Last King of Scotland,2007,1,1
3819,The Last Metro,1981,0,1
3820,The Last Picture Show,1972,2,8
3821,The Last Samurai,2004,0,4
3822,The Last Station,2010,0,2
3823,The Last Temptation of Christ,1989,0,1
3824,The Last Truck: Closing of a GM Plant,2010,0,1
3825,The Last Tycoon,1977,0,1
3826,The Last Voyage,1961,0,1
3827,The Last of Mrs. Cheyney,1930,0,1
3828,The Last of the Mohicans,1937,0,1
3829,The Last of the Mohicans,1993,1,1
3830,The Late Show,1978,0,1
3831,The Lavender Hill Mob,1953,1,2
3832,The Leatherneck,1930,0,1
3833,The Legend of Jimmy Blue Eyes,1965,0,1
3834,The Legend of John Henry,1974,0,1
3835,The Legend of Rock-a-bye Point,1956,0,1
3836,The Legendary Champions,1969,0,1
3837,The Lego Movie,2015,0,1
3838,The Leopard,1964,0,1
3839,The Letter,1930,0,1
3840,The Letter,1941,0,7
3841,The Life and Times of Judge Roy Bean,1973,0,1
3842,The Life of Emile Zola,1938,3,10
3843,The Line King: The Al Hirschfeld Story,1997,0,1
3844,The Lion King,1995,2,4
3845,The Lion in Winter,1969,3,7
3846,The Little Ark,1973,0,1
3847,The Little Foxes,1942,0,9
3848,The Little Match Girl,1938,0,1
3849,The Little Matchgirl,2007,0,1
3850,The Little Mermaid,1990,2,3
3851,The Little Orphan,1949,1,1
3852,The Little Prince,1975,0,2
3853,The Little Witch,1946,0,1
3854,The Lively Set,1965,0,1
3855,The Lives of Others,2007,1,1
3856,The Lives of a Bengal Lancer,1936,1,7
3857,The Living City,1954,0,1
3858,The Living Desert,1954,1,1
3859,The Living Sea,1996,0,1
3860,The Living Stone,1959,0,1
3861,The Lobster,2017,0,1
3862,The Lone Ranger,2014,0,2
3863,The Long Voyage Home,1941,0,6
3864,The Long Way Home,1998,1,1
3865,The Longest Day,1963,2,5
3866,The Longest Yard,1975,0,1
3867,The Look of Silence,2016,0,1
3868,The Lord of the Rings: The Fellowship of the Ring,2002,4,13
3869,The Lord of the Rings: The Return of the King,2004,11,11
3870,The Lord of the Rings: The Two Towers,2003,2,6
3871,The Lost Patrol,1935,0,1
3872,The Lost Thing,2011,1,1
3873,The Lost Weekend,1946,4,7
3874,The Lost World: Jurassic Park,1998,0,1
3875,The Loud Mouth,1933,0,1
3876,The Love Parade,1931,0,6
3877,The Lovely Bones,2010,0,1
3878,The Lover,1993,0,1
3879,The Lovers' Wind,1979,0,1
3880,The Loves of Carmen,1949,0,1
3881,The Luck of the Irish,1949,0,1
3882,The Luckiest Guy in the World,1947,0,1
3883,The Lunch Date,1991,1,1
3884,The Madness of King George,1995,1,4
3885,The Magic Flame,1929,0,1
3886,The Magic Fluke,1950,0,1
3887,The Magic Flute,1976,0,1
3888,The Magic Machines,1970,1,2
3889,The Magic Pear Tree,1969,0,1
3890,The Magic of Lassie,1979,0,1
3891,The Magnificent Ambersons,1943,0,4
3892,The Magnificent Brute,1937,0,1
3893,The Magnificent Seven,1957,0,2
3894,The Magnificent Seven,1961,0,1
3895,The Magnificent Yankee,1951,0,2
3896,The Maids of Wilko,1980,0,1
3897,The Maltese Falcon,1942,0,3
3898,The Mambo Kings,1993,0,1
3899,The Man Who Knew Too Much,1957,1,1
3900,The Man Who Planted Trees,1988,1,1
3901,The Man Who Shot Liberty Valance,1963,0,1
3902,The Man Who Skied down Everest,1976,1,1
3903,The Man Who Walked Alone,1946,0,1
3904,The Man Who Wasn't There,2002,0,1
3905,The Man Who Would Be King,1976,0,4
3906,The Man in the Glass Booth,1976,0,1
3907,The Man in the Iron Mask,1940,0,1
3908,The Man in the White Suit,1953,0,1
3909,The Man on Lincoln's Nose,2001,0,1
3910,The Man with the Golden Arm,1956,0,3
3911,The Man without a Country,1938,0,1
3912,The Man without a Past,2003,0,1
3913,The Manchurian Candidate,1963,0,2
3914,The Mark,1962,0,1
3915,The Mark of Zorro,1941,0,1
3916,The Mark of the Maker,1992,0,1
3917,The Martian,2016,0,7
3918,The Mask,1995,0,1
3919,The Mask of Zorro,1999,0,2
3920,The Master,2013,0,3
3921,The Masters of Disaster,1987,0,1
3922,The Mating Season,1952,0,1
3923,The Matrix,2000,4,4
3924,The Mayor of 44th Street,1943,0,1
3925,The Medium,1953,0,1
3926,The Member of the Wedding,1953,0,1
3927,The Men,1951,0,1
3928,The Men in Her Life,1942,0,1
3929,The Mermaid,1998,0,1
3930,The Merry Monahans,1945,0,1
3931,The Merry Old Soul,1934,0,1
3932,The Merry Widow,1935,1,1
3933,The Merry Widow,1953,0,2
3934,The Merry Wives of Windsor Overture,1954,1,1
3935,The Messenger,2010,0,2
3936,The Mighty River,1994,0,1
3937,The Milagro Beanfield War,1989,1,1
3938,The Milk of Sorrow,2010,0,1
3939,The Milky Way,1941,1,1
3940,The Miracle Worker,1963,2,5
3941,The Miracle of Morgan's Creek,1945,0,1
3942,The Mirror Has Two Faces,1997,0,2
3943,The Missing Picture,2014,0,1
3944,The Mission,1987,1,7
3945,The Mississippi Gambler,1954,0,1
3946,The Model and the Marriage Broker,1952,0,1
3947,The Molly Maguires,1971,0,1
3948,The Monk and the Fish,1995,0,1
3949,The Moon Is Blue,1954,0,3
3950,The Moon and Sixpence,1944,0,1
3951,The Moon and the Son: An Imagined Conversation,2006,1,1
3952,The More the Merrier,1944,1,6
3953,The Morning After,1987,0,1
3954,The Morning Spider,1977,0,1
3955,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2010,0,1
3956,The Motorcycle Diaries,2005,1,2
3957,The Mudlark,1952,0,1
3958,The Mummy,2000,0,1
3959,The Muppet Movie,1980,0,2
3960,The Muppets,2012,1,1
3961,The Muppets Take Manhattan,1985,0,1
3962,The Mushroom Club,2006,0,1
3963,The Music Box,1933,1,1
3964,The Music Teacher,1989,0,1
3965,The Mysterious Geographic Explorations of Jasper Morello,2006,0,1
3966,The Naked City,1949,2,3
3967,The Naked Eye,1957,0,1
3968,The Naked Prey,1967,0,1
3969,The Naked Spur,1954,0,1
3970,The Narrow Margin,1953,0,1
3971,The Nasty Girl,1991,0,1
3972,The Natural,1985,0,4
3973,The Navy Comes Through,1943,0,1
3974,The Nest,1981,0,1
3975,The New Land,1973,0,1
3976,The New Spirit,1943,0,1
3977,The New Tenants,2010,1,1
3978,The New World,2006,0,1
3979,The Night before Christmas,1942,0,1
3980,The Night of the Iguana,1965,1,4
3981,The Nightmare before Christmas,1994,0,1
3982,The Nights of Cabiria,1958,1,1
3983,The Ninth Circle,1961,0,1
3984,The Noose,1929,0,1
3985,The North Star,1944,0,6
3986,The Numbers Start with the River,1972,0,1
3987,The Nun's Story,1960,0,8
3988,The Nutty Professor,1997,1,1
3989,The Odd Couple,1969,0,2
3990,The Odds Against,1967,0,1
3991,The Official Story,1986,1,2
3992,The Old Man and the Sea,1959,1,3
3993,The Old Man and the Sea,2000,1,1
3994,The Old Mill,1938,1,1
3995,The Olympics in Mexico,1970,0,1
3996,The Omen,1977,1,2
3997,The Organizer,1965,0,1
3998,The Oscar,1967,0,2
3999,The Other Half of the Sky: A China Memoir,1976,0,1
4000,The Other Side of Midnight,1978,0,1
4001,The Other Side of Sunday,1997,0,1
4002,The Other Side of the Mountain,1976,0,1
4003,The Outlaw Josey Wales,1977,0,1
4004,The Ox,1992,0,1
4005,The Ox-Bow Incident,1944,0,1
4006,The Painted Door,1985,0,1
4007,The Paleface,1949,1,1
4008,The Panama Deception,1993,1,1
4009,The Paper,1995,0,1
4010,The Paper Chase,1974,1,3
4011,The Paradine Case,1948,0,1
4012,The Parent Trap,1962,0,2
4013,The Passion of the Christ,2005,0,3
4014,The Passover Plot,1977,0,1
4015,The Patent Leather Kid,1929,0,1
4016,The Patriot,1930,1,5
4017,The Patriot,2001,0,3
4018,The Pawnbroker,1966,0,1
4019,The Pedestrian,1974,0,1
4020,The People vs. Larry Flynt,1997,0,2
4021,The Perfect Storm,2001,0,2
4022,The Perils of Pauline,1948,0,1
4023,The Periwig-Maker,2001,0,1
4024,The Personals: Improvisations on Romance in the Golden Years,1999,1,1
4025,The Phantom of the Opera,2005,0,3
4026,The Philadelphia Story,1941,2,6
4027,The Phone Call,2015,1,1
4028,The Pianist,2003,3,7
4029,The Piano,1994,3,8
4030,The Pickwick Papers,1956,0,1
4031,The Picture of Dorian Gray,1946,1,3
4032,The Pied Piper,1943,0,3
4033,The Pied Piper of Guadalupe,1962,0,1
4034,The Pig,2009,0,1
4035,The Pigeon That Took Rome,1963,0,1
4036,The Pink Blueprint,1967,0,1
4037,The Pink Panther,1965,0,1
4038,The Pink Panther Strikes Again,1977,0,1
4039,The Pink Phink,1965,1,1
4040,The Pirate,1949,0,1
4041,The Pirates! Band of Misfits,2013,0,1
4042,The Place Where Lost Things Go,2019,0,1
4043,The Player,1993,0,3
4044,The Pleasure Seekers,1966,0,1
4045,The Poet and Peasant,1946,0,1
4046,The Pointer,1940,0,1
4047,The Polar Express,2005,0,3
4048,The Policeman,1972,0,1
4049,The Pope of Greenwich Village,1985,0,1
4050,The Portrait of a Lady,1997,0,2
4051,The Poseidon Adventure,1973,1,8
4052,The Post,2018,0,2
4053,The Postman (Il Postino),1996,1,5
4054,The Power and the Prize,1957,0,1
4055,The Preacher's Wife,1997,0,1
4056,The President's Lady,1954,0,2
4057,The Prestige,2007,0,2
4058,The Price of Victory,1943,0,1
4059,The Pride of St. Louis,1953,0,1
4060,The Pride of the Yankees,1943,1,11
4061,The Prime of Miss Jean Brodie,1970,1,2
4062,The Prince of Egypt,1999,1,2
4063,The Prince of Tides,1992,0,7
4064,The Princess Bride,1988,0,1
4065,The Princess and the Frog,2010,0,3
4066,The Princess and the Pirate,1945,0,2
4067,The Prisoner of Zenda,1938,0,2
4068,The Private Life of Helen of Troy,1929,0,1
4069,The Private Life of Henry VIII,1934,1,2
4070,The Private Life of the Gannets,1938,1,1
4071,The Private Lives of Elizabeth and Essex,1940,0,5
4072,The Private War of Major Benson,1956,0,1
4073,The Prizefighter and the Lady,1934,0,1
4074,The Producers,1969,1,2
4075,The Profession of Arms,1984,0,1
4076,The Professionals,1967,0,3
4077,The Promise,1980,0,1
4078,The Promoter,1953,0,1
4079,The Proud and Profane,1957,0,2
4080,The Proud and the Beautiful,1957,0,1
4081,The Public Enemy,1932,0,1
4082,The Public Pays,1937,1,1
4083,The Pumpkin Eater,1965,0,1
4084,The Purple Rose of Cairo,1986,0,1
4085,The Pursuit of Happyness,2007,0,1
4086,The Queen,2007,1,6
4087,The Quiet American,2003,0,1
4088,The Quiet Man,1953,2,7
4089,The Quiet One,1949,0,1
4090,The Quiet One,1950,0,1
4091,The RA Expeditions,1972,0,1
4092,The Race for Space,1960,0,1
4093,The Racket,1929,0,1
4094,The Rainmaker,1957,0,2
4095,The Rains Came,1940,1,5
4096,The Rains of Ranchipur,1956,0,1
4097,The Razor's Edge,1947,1,4
4098,The Reader,2009,1,5
4099,The Really Big Family,1967,0,1
4100,The Reaper (La Parka),2015,0,1
4101,The Red Balloon,1957,1,1
4102,The Red Danube,1951,0,1
4103,The Red Lanterns,1964,0,1
4104,The Red Shoes,1949,2,5
4105,The Red Turtle,2017,0,1
4106,The Red Violin,2000,1,1
4107,The Redwoods,1968,1,1
4108,The Rehearsal,1972,0,1
4109,The Reivers,1970,0,2
4110,The Remains of the Day,1994,0,8
4111,The Rescuers,1978,0,1
4112,The Restless Conscience,1992,0,1
4113,The Resurrection of Broncho Billy,1971,1,1
4114,The Return of Martin Guerre,1984,0,1
4115,The Revenant,2016,3,12
4116,The Revolving Door,1969,0,1
4117,The Richest Girl in the World,1935,0,1
4118,The Right Stuff,1984,4,8
4119,The Right to Love,1932,0,1
4120,The Rise and Fall of Legs Diamond,1961,0,1
4121,The Rising Tide,1950,0,1
4122,The River,1985,0,4
4123,The Road a Year Long,1959,0,1
4124,The Road to the Wall,1963,0,1
4125,The Robe,1954,2,5
4126,The Rock,1997,0,1
4127,The Rogue Song,1931,0,1
4128,The Roman Spring of Mrs. Stone,1962,0,1
4129,The Rookie Bear,1942,0,1
4130,The Rose,1980,0,4
4131,The Rose Tattoo,1956,3,8
4132,The Royal Family of Broadway,1932,0,1
4133,The Royal Tenenbaums,2002,0,1
4134,The Ruling Class,1973,0,1
4135,"The Running, Jumping and Standing-Still Film",1960,0,1
4136,The Russians Are Coming The Russians Are Coming,1967,0,4
4137,The Salesman,2017,1,1
4138,The Salt of the Earth,2015,0,1
4139,The Sand Castle,1978,1,1
4140,The Sand Pebbles,1967,0,8
4141,The Sandman,1993,0,1
4142,The Sandpiper,1966,1,1
4143,The Savages,2008,0,2
4144,The Saviour,2007,0,1
4145,The Scent of Green Papaya,1994,0,1
4146,The Scoundrel,1936,1,1
4147,The Screw (La Vis),1994,0,1
4148,The Sea,1934,0,1
4149,The Sea Hawk,1941,0,4
4150,The Sea Inside,2005,1,2
4151,The Sea Wolf,1942,0,1
4152,The Sea around Us,1953,1,1
4153,The Search,1949,1,4
4154,The Secret Land,1949,1,1
4155,The Secret in Their Eyes,2010,1,1
4156,The Secret of Kells,2010,0,1
4157,The Secret of Santa Vittoria,1970,0,2
4158,The Seeing Eye,1952,0,1
4159,The Selfish Giant,1972,0,1
4160,The Sessions,2013,0,1
4161,The Seven Little Foys,1956,0,1
4162,The Seven-per-cent Solution,1977,0,2
4163,The Seventh Cross,1945,0,1
4164,The Seventh Veil,1947,1,1
4165,The Shadow of Hate,1996,0,1
4166,The Shanghai Gesture,1943,0,2
4167,The Shape of Water,2018,4,13
4168,The Shawshank Redemption,1995,0,7
4169,The Sheep Has Five Legs,1956,0,1
4170,The Sheepman,1959,0,1
4171,The Shepherd,1971,0,1
4172,The Shetland Experience,1978,0,1
4173,The Shoes of the Fisherman,1969,0,2
4174,The Shootist,1977,0,1
4175,The Shop on Main Street,1966,1,1
4176,The Shop on Main Street,1967,0,1
4177,The Shore,2012,1,1
4178,The Sign of the Cross,1934,0,1
4179,The Silence,1983,0,1
4180,The Silence of the Lambs,1992,5,7
4181,The Silent Child,2018,1,1
4182,The Silent Revolution,1973,0,1
4183,The Silent World,1957,1,1
4184,The Silver Chalice,1955,0,2
4185,The Sin of Madelon Claudet,1933,1,1
4186,The Singing Nun,1967,0,1
4187,The Sixth Sense,2000,0,6
4188,The Sky's the Limit,1944,0,2
4189,The Slender Thread,1966,0,2
4190,The Slipper and the Rose--The Story of Cinderella,1978,0,2
4191,The Smiling Lieutenant,1933,0,1
4192,The Snake Pit,1949,1,6
4193,The Sniper,1953,0,1
4194,The Snowman,1983,0,1
4195,The Snows of Kilimanjaro,1953,0,2
4196,The Social Network,2011,3,8
4197,The Solar Film,1980,0,1
4198,The Solid Gold Cadillac,1957,1,2
4199,The Son of Monte Cristo,1942,0,1
4200,The Song of Bernadette,1944,4,12
4201,The Sorrow and the Pity,1972,0,1
4202,The Sound of Music,1966,5,10
4203,The Southerner,1946,0,3
4204,The Spanish Main,1946,0,1
4205,The Spiral Staircase,1947,0,1
4206,The Spirit of America,1964,0,1
4207,The Spirit of St. Louis,1958,0,1
4208,The Spoilers,1943,0,1
4209,The Spy Who Came In from the Cold,1966,0,2
4210,The Spy Who Loved Me,1978,0,3
4211,The Square,2014,0,1
4212,The Square,2018,0,1
4213,The Squid and the Whale,2006,0,1
4214,The Stairs,1951,0,1
4215,The Star,1953,0,1
4216,The Star Maker,1996,0,1
4217,The Star Witness,1933,0,1
4218,The Statue of Liberty,1986,0,1
4219,The Stepmother,1973,0,1
4220,The Sterile Cuckoo,1970,0,2
4221,The Sting,1974,7,10
4222,The Sting II,1984,0,1
4223,The Stone Carvers,1985,1,1
4224,The Story of Adele H.,1976,0,1
4225,The Story of Dr. Wassell,1945,0,1
4226,The Story of Louis Pasteur,1937,3,4
4227,The Story of Three Loves,1954,0,1
4228,The Story of Time,1952,0,1
4229,The Story of the Weeping Camel,2005,0,1
4230,The Straight Story,2000,0,1
4231,The Strange Love of Martha Ivers,1947,0,1
4232,The Stranger,1947,0,1
4233,The Stratford Adventure,1955,0,1
4234,The Stratton Story,1950,1,1
4235,The Strauss Fantasy,1955,0,1
4236,The Strawberry Blonde,1942,0,1
4237,The Street,1977,0,1
4238,The Strip,1952,0,1
4239,The Stripper,1964,0,1
4240,The Stunt Man,1981,0,3
4241,The Subject Was Roses,1969,1,2
4242,The Sullivans,1945,0,1
4243,The Sundowners,1961,0,5
4244,The Sunshine Boys,1976,1,4
4245,The Swarm,1979,0,1
4246,The Sweet Hereafter,1998,0,2
4247,The Sword in the Stone,1964,0,1
4248,The Tale of the Princess Kaguya,2015,0,1
4249,The Talented Mr. Ripley,2000,0,5
4250,The Talk of the Town,1943,0,7
4251,The Taming of the Shrew,1968,0,2
4252,The Tanks Are Coming,1942,0,1
4253,The Taste of Others,2001,0,1
4254,The Tell Tale Heart,1954,0,1
4255,The Tempest,2011,0,1
4256,The Ten Commandments,1957,1,7
4257,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1988,1,1
4258,The Tender Tale of Cinderella Penguin,1982,0,1
4259,The Tender Trap,1956,0,1
4260,The Texas Rangers,1937,0,1
4261,The Theory of Everything,2015,1,5
4262,The Thief,1953,0,1
4263,The Thief,1998,0,1
4264,The Thief of Bagdad,1941,3,4
4265,The Thieving Magpie (La Gazza Ladra),1966,0,1
4266,The Thin Man,1935,0,4
4267,The Thin Red Line,1999,0,7
4268,The Third Man,1951,1,3
4269,The Thomas Crown Affair,1969,1,2
4270,The Three Caballeros,1946,0,2
4271,The Three Faces of Eve,1958,1,1
4272,The Three Little Pigs,1934,1,1
4273,The Three Musketeers,1949,0,1
4274,The Tide of Traffic,1973,0,1
4275,The Time Machine,1961,1,1
4276,The Time Machine,2003,0,1
4277,"The Time, the Place and the Girl",1948,0,1
4278,The Times of Harvey Milk,1985,1,1
4279,The Tin Drum,1980,1,1
4280,The Tin Star,1958,0,1
4281,The Titan: Story of Michelangelo,1951,1,1
4282,The Toast of New Orleans,1951,0,1
4283,The Tonto Woman,2008,0,1
4284,The Tortoise and the Hare,1935,1,1
4285,The Towering Inferno,1975,3,8
4286,The Town,2011,0,1
4287,The Train,1966,0,1
4288,The Treasure of the Sierra Madre,1949,3,4
4289,The Tree of Life,2012,0,3
4290,The Trespasser,1931,0,1
4291,The Trip to Bountiful,1986,1,2
4292,The Triplets of Belleville,2004,0,2
4293,The Truce,1975,0,1
4294,The True Glory,1946,1,1
4295,The True Story of the Civil War,1957,1,1
4296,The Truman Show,1999,0,3
4297,The Truth about Mother Goose,1958,0,1
4298,The Tsunami and the Cherry Blossom,2012,0,1
4299,The Turning Point,1978,0,11
4300,The Twilight Samurai,2004,0,1
4301,The Two Mouseketeers,1952,1,1
4302,The Ugly Duckling,1940,1,1
4303,The Umbrellas of Cherbourg,1965,0,1
4304,The Umbrellas of Cherbourg,1966,0,4
4305,The Unbearable Lightness of Being,1989,0,2
4306,The Uninvited,1945,0,1
4307,The Unseen,1946,0,1
4308,The Unsinkable Molly Brown,1965,0,6
4309,The Untouchables,1988,1,4
4310,The Usual Suspects,1996,2,2
4311,The Usual Unidentified Thieves,1959,0,1
4312,The V.I.P.s,1964,1,1
4313,The Vagabond King,1931,0,1
4314,The Valiant,1930,0,2
4315,The Valley of Decision,1946,0,2
4316,The Vanishing Prairie,1955,1,1
4317,The Verdict,1983,0,5
4318,The Village,1994,0,1
4319,The Village,2005,0,1
4320,The Village on the River,1960,0,1
4321,The Violin,1975,0,1
4322,The Violinist,1960,0,1
4323,The Virgin Queen,1956,0,1
4324,The Virgin Spring,1961,1,2
4325,The Visit,1965,0,1
4326,The Visitor,2009,0,1
4327,The Voorman Problem,2014,0,1
4328,The War Game,1967,1,1
4329,The War Room,1994,0,1
4330,The War against Mrs. Hadley,1943,0,1
4331,The War at Home,1980,0,1
4332,The War of the Worlds,1954,1,3
4333,The Warriors of Qiugang,2011,0,1
4334,The Way Back,2011,0,1
4335,The Way We Were,1974,2,6
4336,The Way of All Flesh,1929,0,1
4337,The Weather Underground,2004,0,1
4338,The Wedding Banquet,1994,0,1
4339,The Well,1952,0,2
4340,The West Point Story,1951,0,1
4341,The Westerner,1941,1,3
4342,The Wetback Hound,1958,1,1
4343,The Whales of August,1988,0,1
4344,The Whisperers,1968,0,1
4345,The White Cliffs of Dover,1945,0,1
4346,The White Helmets,2017,1,1
4347,The White Parade,1935,0,2
4348,The White Ribbon,2010,0,2
4349,The Wife,2019,0,1
4350,The Wild Bunch,1970,0,2
4351,The Wild Bunch: An Album in Montage,1997,0,1
4352,The Wild Thornberrys Movie,2003,0,1
4353,The Wild and the Brave,1975,0,1
4354,The Wildest Show in the South: The Angola Prison Rodeo,2000,0,1
4355,The Wind Rises,2014,0,1
4356,The Wind and the Lion,1976,0,2
4357,The Window,1950,0,1
4358,The Wings of the Dove,1998,0,4
4359,The Winning Strain,1967,0,1
4360,The Witches of Eastwick,1988,0,2
4361,The Witness - From the Balcony of Room 306,2009,0,1
4362,The Wiz,1979,0,4
4363,The Wizard of Oz,1940,2,5
4364,The Wizard of the Strings,1986,0,1
4365,The Wolf Men,1970,0,1
4366,The Wolf of Wall Street,2014,0,5
4367,The Wolfman,2011,1,1
4368,The Woman in Red,1985,1,1
4369,The Woman in the Window,1946,0,1
4370,The Wonderful World of the Brothers Grimm,1963,1,4
4371,The Word,1954,0,1
4372,The World According to Garp,1983,0,2
4373,The World Is Rich,1948,0,1
4374,The Wrestler,2009,0,2
4375,The Wrong Trousers,1994,1,1
4376,The Yanks Are Coming,1964,0,1
4377,The Year of Living Dangerously,1984,1,1
4378,The Yearling,1947,2,7
4379,The Yellow Star - The Persecution of the Jews in Europe 1933-45,1981,0,1
4380,The Young Girls of Rochefort,1969,0,1
4381,The Young Land,1960,0,1
4382,The Young Lions,1959,0,3
4383,The Young Philadelphians,1960,0,3
4384,The Young Victoria,2010,1,3
4385,The Young in Heart,1939,0,3
4386,Theeb,2016,0,1
4387,Their Own Desire,1931,0,1
4388,Thelma & Louise,1992,1,6
4389,Them!,1955,0,1
4390,Theodora Goes Wild,1937,0,2
4391,There Goes My Heart,1939,0,1
4392,There Will Be Blood,2008,2,8
4393,There's No Business Like Show Business,1955,0,3
4394,These Three,1937,0,1
4395,They Knew What They Wanted,1941,0,1
4396,They Planted a Stone,1954,0,1
4397,They Shall Have Music,1940,0,1
4398,"They Shoot Horses, Don't They?",1970,1,9
4399,They Were Expendable,1946,0,2
4400,They're Always Caught,1939,0,1
4401,Thin Ice,1938,0,1
4402,Thirteen,2004,0,1
4403,Thirty Million Letters,1964,0,1
4404,Thirty Seconds over Tokyo,1945,1,2
4405,This Charming Man (Der Er En Yndig Mand),2003,1,1
4406,This Is Cinerama,1954,0,1
4407,This Is Me,2018,0,1
4408,This Is the Army,1944,1,3
4409,This Land Is Mine,1944,1,1
4410,This Love of Ours,1946,0,1
4411,This Mechanical Age,1955,1,1
4412,This Sporting Life,1964,0,2
4413,This Tiny World,1973,1,1
4414,This Way Up,2009,0,1
4415,This Woman Is Mine,1942,0,1
4416,This above All,1943,1,4
4417,Thoroughly Modern Millie,1968,1,7
4418,Those Magnificent Men in Their Flying Machines,1966,0,1
4419,Thoth,2002,1,1
4420,Thousands Cheer,1944,0,3
4421,Three,1967,0,1
4422,"Three Billboards outside Ebbing, Missouri",2018,2,7
4423,Three Brothers,1982,0,1
4424,Three Coins in the Fountain,1955,2,3
4425,Three Comrades,1939,0,1
4426,Three Days of the Condor,1976,0,1
4427,Three Is a Family,1946,0,1
4428,Three Kisses,1956,0,1
4429,Three Little Words,1951,0,1
4430,Three Men and a Cradle,1986,0,1
4431,Three Orphan Kittens,1936,1,1
4432,Three Russian Girls,1945,0,1
4433,Three Smart Girls,1937,0,3
4434,Through a Glass Darkly,1962,1,1
4435,Through a Glass Darkly,1963,0,1
4436,Throw Momma from the Train,1988,0,1
4437,Thunderball,1966,1,1
4438,Thunderbolt,1930,0,1
4439,Thunderbolt and Lightfoot,1975,0,1
4440,Thursday's Children,1955,1,1
4441,Tim Burton's Corpse Bride,2006,0,1
4442,Timber Toppers,1939,0,1
4443,Timbuktu,2015,0,1
4444,Time Freak,2012,0,1
4445,Time Is Running Out,1971,0,1
4446,Time Piece,1966,0,1
4447,Time Stood Still,1957,0,1
4448,Timecode,2017,0,1
4449,Tin Pan Alley,1941,1,1
4450,Tin Toy,1989,1,1
4451,Tinker Tailor Soldier Spy,2012,0,3
4452,Tit for Tat,1936,0,1
4453,Titanic,1954,1,2
4454,Titanic,1998,11,14
4455,Titus,2000,0,1
4456,Tlayucan,1963,0,1
4457,To Be Alive!,1966,1,1
4458,To Be or Not to Be,1943,0,1
4459,To Be or Not to Be,1984,0,1
4460,To Catch a Thief,1956,1,3
4461,To Die in Madrid,1966,0,1
